region,region_code,departement,arrondissement,ville_canton
Littoral,LT,Sanaga-maritime,Dizangue,Dizangue_ville
Littoral,LT,Sanaga-maritime,Dizangue,Ndonga
Littoral,LT,Sanaga-maritime,Dizangue,Yakalag
Littoral,LT,Sanaga-maritime,Edea 1,Adie
Littoral,LT,Sanaga-maritime,Edea 1,Edea_ville
Littoral,LT,Sanaga-maritime,Edea 1,Yassoukou
Littoral,LT,Sanaga-maritime,Edea 2,Edea_ville
Littoral,LT,Sanaga-maritime,Edea 2,Longasse
Littoral,LT,Sanaga-maritime,Edea 2,Malimba
Littoral,LT,Sanaga-maritime,Edea 2,Ndogbianga
Littoral,LT,Sanaga-maritime,Massok-song Loulou,Babimbi 2
Littoral,LT,Sanaga-maritime,Massok-song Loulou,Log_kat
Littoral,LT,Sanaga-maritime,Massok-song Loulou,Ndog_mbog
Littoral,LT,Sanaga-maritime,Massok-song Loulou,Ville De Massock
Littoral,LT,Sanaga-maritime,Mouanko,Malimba Ocean
Littoral,LT,Sanaga-maritime,Mouanko,Malimba_ocean
Littoral,LT,Sanaga-maritime,Mouanko,Mouanko_ville
Littoral,LT,Sanaga-maritime,Mouanko,Yakalag
Littoral,LT,Sanaga-maritime,Ndom,Babimbi 3
Littoral,LT,Sanaga-maritime,Ndom,Likound_biam
Littoral,LT,Sanaga-maritime,Ndom,Ndom_ville
Littoral,LT,Sanaga-maritime,Ndom,Omeng
Littoral,LT,Sanaga-maritime,Ngambe,Ndogmakumag
Littoral,LT,Sanaga-maritime,Ngambe,Ndomakoumag
Littoral,LT,Sanaga-maritime,Ngambe,Ndongmakoumag
Littoral,LT,Sanaga-maritime,Ngambe,Ndongmakumag
Littoral,LT,Sanaga-maritime,Ngambe,Ngambe_ville
Littoral,LT,Sanaga-maritime,Ngwei,Bassa Etouha
Littoral,LT,Sanaga-maritime,Ngwei,Bassa_etouha
Littoral,LT,Sanaga-maritime,Ngwei,Ngweï_ville
Littoral,LT,Sanaga-maritime,Ngwei,Yabi-ndog-bessol
Littoral,LT,Sanaga-maritime,Ngwei,Yabi_dog Bessol
Littoral,LT,Sanaga-maritime,Nyanon,Bati
Littoral,LT,Sanaga-maritime,Nyanon,Bisso
Littoral,LT,Sanaga-maritime,Nyanon,Nyanon_ville
Littoral,LT,Sanaga-maritime,Nyanon,Rive Gauche De Djeul
Littoral,LT,Sanaga-maritime,Nyanon,Rive Gauche De Djuel
Littoral,LT,Sanaga-maritime,Nyanon,Rive_gauche De Djuel
Littoral,LT,Sanaga-maritime,Pouma,Bikok
Littoral,LT,Sanaga-maritime,Pouma,Mpouma_ville
Littoral,LT,Wouri,Douala 1,Douala
Littoral,LT,Wouri,Douala 2,Douala
Littoral,LT,Wouri,Douala 3,Douala
Littoral,LT,Wouri,Douala 4,Douala
Littoral,LT,Wouri,Douala 5,Douala
Littoral,LT,Wouri,Douala 6,Douala
Nord,NO,Benoue,Bascheo,Bascheo
Nord,NO,Benoue,Bascheo,Basheo
Nord,NO,Benoue,Bascheo,Lamiadat De Bascheo
Nord,NO,Benoue,Bascheo,Lamidat De Bacsheo
Nord,NO,Benoue,Bascheo,Lamidat De Bascheo
Nord,NO,Benoue,Bascheo,Lamidat De Demsa
Nord,NO,Benoue,Bascheo,Lamidat De Garoua
Nord,NO,Benoue,Bascheo,Lamidat De Garoua M
Nord,NO,Benoue,Bibemi,Bibemi
Nord,NO,Benoue,Bibemi,Lamidar De Bibemi
Nord,NO,Benoue,Bibemi,Lamidat Bibemi
Nord,NO,Benoue,Bibemi,Lamidat De Bibemi
Nord,NO,Benoue,Bibemi,Lamidat De Bibemi
Nord,NO,Benoue,Dembo,Dembo
Nord,NO,Benoue,Dembo,Dembo Centre
Nord,NO,Benoue,Dembo,Lamidat De Dembo
Nord,NO,Benoue,Dembo,Lamidat De Demsa
Nord,NO,Benoue,Demsa,Demsa
Nord,NO,Benoue,Demsa,Gaschiga
Nord,NO,Benoue,Demsa,Lamida De Demsa
Nord,NO,Benoue,Demsa,Lamidat De Demsa
Nord,NO,Benoue,Demsa,Lamidat De Demsa
Nord,NO,Benoue,Demsa,Ville De Demsa
Nord,NO,Benoue,Demsa,Ville De Demsa
Nord,NO,Benoue,Demsa,Ville Demsa
Nord,NO,Benoue,Garoua 1,Garoua
Nord,NO,Benoue,Garoua 2,Garoua
Nord,NO,Benoue,Garoua 2,Garoua2
Nord,NO,Benoue,Garoua 2,Ville Da Garoua
Nord,NO,Benoue,Garoua 2,Ville De Garoua
Nord,NO,Benoue,Garoua 3,Garoua
Nord,NO,Benoue,Lagdo,Ville De Lagdo
Nord,NO,Benoue,Mayo-hourna,Barndake Ville
Nord,NO,Benoue,Mayo-hourna,Lamidat Demsa
Nord,NO,Benoue,Mayo-hourna,Lamidat Garoua
Nord,NO,Benoue,Mayo-hourna,Ville De Garoua
Nord,NO,Benoue,Pitoa,Groupement Kangou
Nord,NO,Benoue,Pitoa,Groupement Tingling
Nord,NO,Benoue,Pitoa,Groupement Tingling (fali)
Nord,NO,Benoue,Pitoa,Lamidat De Be
Nord,NO,Benoue,Pitoa,Lamidat De Garoua
Nord,NO,Benoue,Pitoa,Pitoa Ville
Nord,NO,Benoue,Tcheboa,Lamidat Tcheboa
Nord,NO,Benoue,Tcheboa,Lamidat Tcheboa
Nord,NO,Benoue,Tcheboa,Tcheboa
Nord,NO,Benoue,Tcheboa,Tcheboa Ville (ngong)
Nord,NO,Benoue,Touroua,Lamidat De Touroua
Nord,NO,Benoue,Touroua,Touroua
Nord,NO,Faro,Beka,Beka Ville
Nord,NO,Faro,Beka,Lamidat De Beka
Nord,NO,Faro,Beka,Lamidat De Tchamba
Nord,NO,Faro,Beka,Lamidat De Wangai
Nord,NO,Faro,Poli,Boumba
Nord,NO,Faro,Poli,Djoumte
Nord,NO,Faro,Poli,Gode Gare (gode)
Nord,NO,Faro,Poli,Hoy
Nord,NO,Faro,Poli,Kongle
Nord,NO,Faro,Poli,Lamidat Mana
Nord,NO,Faro,Poli,Lamidat Mango
Nord,NO,Faro,Poli,Lamidat De Poli
Nord,NO,Faro,Poli,Lamidat De Voko
Nord,NO,Faro,Poli,Lamidat Tchamba
Nord,NO,Faro,Poli,Mayo Bantadje
Nord,NO,Faro,Poli,Ninga Manga
Nord,NO,Faro,Poli,Pintchoumba
Nord,NO,Faro,Poli,Poli Ville
Nord,NO,Faro,Poli,Tete
Nord,NO,Faro,Poli,Zone Tampon De Ridina
Nord,NO,Mayo-louti,Figuil,Bidzar I
Nord,NO,Mayo-louti,Figuil,Bidzar Ii
Nord,NO,Mayo-louti,Figuil,Biou
Nord,NO,Mayo-louti,Figuil,Figuil Ville
Nord,NO,Mayo-louti,Figuil,Lamidat Figuil
Nord,NO,Mayo-louti,Figuil,Lamidat Lam
Nord,NO,Mayo-louti,Figuil,Lara
Nord,NO,Mayo-louti,Figuil,Lawanat De Biou
Nord,NO,Mayo-louti,Figuil,Lawanat De Golomo
Nord,NO,Mayo-louti,Figuil,Lawanat De Guérémé Lam
Nord,NO,Mayo-louti,Figuil,Lawanat De Mazanga
Nord,NO,Mayo-louti,Figuil,Lawanat De Mokete
Nord,NO,Mayo-louti,Figuil,Lawanat De Moré Sin
Nord,NO,Mayo-louti,Figuil,Lawanat De Ngorowa
Nord,NO,Mayo-louti,Figuil,Lawanat Gada Mayo
Nord,NO,Mayo-louti,Figuil,Lawanat Hindjaoudé
Nord,NO,Mayo-louti,Figuil,Lawanat Lawanat De Gada Mayo
Nord,NO,Mayo-louti,Figuil,Ville De Figuil
Nord,NO,Mayo-louti,Guider,Douroum
Nord,NO,Mayo-louti,Guider,Golombe
Nord,NO,Mayo-louti,Guider,Guider
Nord,NO,Mayo-louti,Guider,Guider Ville
Nord,NO,Mayo-louti,Guider,Lamidat De Libe
Nord,NO,Mayo-louti,Guider,Lamidat Guider
Nord,NO,Mayo-louti,Guider,Mayo Loue
Nord,NO,Mayo-louti,Guider,Mousgoy
Nord,NO,Mayo-louti,Mayo-oulo,Dazal
Nord,NO,Mayo-louti,Mayo-oulo,Doumo
Nord,NO,Mayo-louti,Mayo-oulo,Groupement Daba
Nord,NO,Mayo-louti,Mayo-oulo,Guirviza
Nord,NO,Mayo-louti,Mayo-oulo,Lamidat Mayo Oulo
Nord,NO,Mayo-louti,Mayo-oulo,Mayo Oulo Ville
Nord,NO,Mayo-louti,Mayo-oulo,Peske Bori
Nord,NO,Mayo-rey,Madingring,Lamidat Rey Bouba
Nord,NO,Mayo-rey,Madingring,Madingring Ville
Nord,NO,Mayo-rey,Rey-bouba,Lamidat Rey Bouba
Nord,NO,Mayo-rey,Rey-bouba,Rey Bouba Ville
Nord,NO,Mayo-rey,Tcholire,Lamidat Rey-bouba
Nord,NO,Mayo-rey,Tcholire,Tchollire Ville
Nord,NO,Mayo-rey,Touboro,Lamidat Rey Bouba
Nord,NO,Mayo-rey,Touboro,Touboro Ville
Nord-Ouest,NW,Boyo,Belo,Belo
Nord-Ouest,NW,Boyo,Belo,Belo Town
Nord-Ouest,NW,Boyo,Belo,Kom
Nord-Ouest,NW,Boyo,Belo,Mbessa
Nord-Ouest,NW,Boyo,Bum,Bum Rural
Nord-Ouest,NW,Boyo,Bum,Bum Town
Nord-Ouest,NW,Boyo,Fundong,Abuh
Nord-Ouest,NW,Boyo,Fundong,Fundong Town
Nord-Ouest,NW,Boyo,Fundong,Kom
Nord-Ouest,NW,Boyo,Njinikom,Kom
Nord-Ouest,NW,Boyo,Njinikom,Njinikom Town
Nord-Ouest,NW,Bui,Jakiri,Jakiri Town
Nord-Ouest,NW,Bui,Jakiri,Nso
Nord-Ouest,NW,Bui,Jakiri,Oku
Nord-Ouest,NW,Bui,Kumbo,Kumbo
Nord-Ouest,NW,Bui,Kumbo,Kumbo Town
Nord-Ouest,NW,Bui,Mbven,Mbiame Town
Nord-Ouest,NW,Bui,Mbven,Nso
Nord-Ouest,NW,Bui,Nkum,Nkum Town
Nord-Ouest,NW,Bui,Nkum,Nso
Nord-Ouest,NW,Bui,Noni,Noni Rural
Nord-Ouest,NW,Bui,Noni,Noni Town
Nord-Ouest,NW,Bui,Oku,Oku
Nord-Ouest,NW,Bui,Oku,Oku Rural
Nord-Ouest,NW,Bui,Oku,Oku Town
Nord-Ouest,NW,Donga-mantung,Ako,Abafum
Nord-Ouest,NW,Donga-mantung,Ako,Ako
Nord-Ouest,NW,Donga-mantung,Ako,Ako Rural
Nord-Ouest,NW,Donga-mantung,Ako,Ako Town
Nord-Ouest,NW,Donga-mantung,Misaje,1
Nord-Ouest,NW,Donga-mantung,Misaje,Akweto
Nord-Ouest,NW,Donga-mantung,Misaje,Bebe Jator
Nord-Ouest,NW,Donga-mantung,Misaje,Bebekette
Nord-Ouest,NW,Donga-mantung,Misaje,Dumbu
Nord-Ouest,NW,Donga-mantung,Misaje,Kibbo
Nord-Ouest,NW,Donga-mantung,Misaje,Kwei
Nord-Ouest,NW,Donga-mantung,Misaje,Misaje
Nord-Ouest,NW,Donga-mantung,Misaje,Misaje Rural
Nord-Ouest,NW,Donga-mantung,Misaje,Misaje Town
Nord-Ouest,NW,Donga-mantung,Misaje,Nfume
Nord-Ouest,NW,Donga-mantung,Misaje,Nkanchi
Nord-Ouest,NW,Donga-mantung,Ndu,Ndu Town
Nord-Ouest,NW,Donga-mantung,Ndu,Tang
Nord-Ouest,NW,Donga-mantung,Ndu,Warr
Nord-Ouest,NW,Donga-mantung,Ndu,Wiya
Nord-Ouest,NW,Donga-mantung,Nkambe,Bih
Nord-Ouest,NW,Donga-mantung,Nkambe,Binjeng
Nord-Ouest,NW,Donga-mantung,Nkambe,Binka
Nord-Ouest,NW,Donga-mantung,Nkambe,Binshua
Nord-Ouest,NW,Donga-mantung,Nkambe,Bongom
Nord-Ouest,NW,Donga-mantung,Nkambe,Chup
Nord-Ouest,NW,Donga-mantung,Nkambe,Konchep
Nord-Ouest,NW,Donga-mantung,Nkambe,Kungi
Nord-Ouest,NW,Donga-mantung,Nkambe,Kup
Nord-Ouest,NW,Donga-mantung,Nkambe,Mamba Down
Nord-Ouest,NW,Donga-mantung,Nkambe,Mapti
Nord-Ouest,NW,Donga-mantung,Nkambe,Mbaa
Nord-Ouest,NW,Donga-mantung,Nkambe,Mbere
Nord-Ouest,NW,Donga-mantung,Nkambe,Nchah
Nord-Ouest,NW,Donga-mantung,Nkambe,Ngie
Nord-Ouest,NW,Donga-mantung,Nkambe,Njap
Nord-Ouest,NW,Donga-mantung,Nkambe,Njilah
Nord-Ouest,NW,Donga-mantung,Nkambe,Nkambe Central
Nord-Ouest,NW,Donga-mantung,Nkambe,Nkambe Town
Nord-Ouest,NW,Donga-mantung,Nkambe,Ntungap
Nord-Ouest,NW,Donga-mantung,Nkambe,Nwangri
Nord-Ouest,NW,Donga-mantung,Nkambe,Nwangri/mbe-jah
Nord-Ouest,NW,Donga-mantung,Nkambe,Remi
Nord-Ouest,NW,Donga-mantung,Nkambe,Saah
Nord-Ouest,NW,Donga-mantung,Nkambe,Sankfu
Nord-Ouest,NW,Donga-mantung,Nkambe,School Area
Nord-Ouest,NW,Donga-mantung,Nkambe,Station Binju
Nord-Ouest,NW,Donga-mantung,Nkambe,Tabenken
Nord-Ouest,NW,Donga-mantung,Nkambe,Warr
Nord-Ouest,NW,Donga-mantung,Nkambe,Wat
Nord-Ouest,NW,Donga-mantung,Nwa,Mbaw
Nord-Ouest,NW,Donga-mantung,Nwa,Mfumte
Nord-Ouest,NW,Donga-mantung,Nwa,Mulip
Nord-Ouest,NW,Donga-mantung,Nwa,Nwa
Nord-Ouest,NW,Donga-mantung,Nwa,Yamba
Nord-Ouest,NW,Menchum,Fungom,Fungom Rural
Nord-Ouest,NW,Menchum,Fungom,Fungom Town
Nord-Ouest,NW,Menchum,Furu-awa,Furu-awa Rural
Nord-Ouest,NW,Menchum,Furu-awa,Furu-awa Town
Nord-Ouest,NW,Menchum,Menchum Valley,Beba Befang
Nord-Ouest,NW,Menchum,Menchum Valley,Benakuma Town
Nord-Ouest,NW,Menchum,Menchum Valley,Essimbi
Nord-Ouest,NW,Menchum,Wum,Aghem
Nord-Ouest,NW,Menchum,Wum,Bu
Nord-Ouest,NW,Menchum,Wum,Wum Town
Nord-Ouest,NW,Mezam,Bafut,Bafut
Nord-Ouest,NW,Mezam,Bafut,Bafut Rural
Nord-Ouest,NW,Mezam,Bafut,Bafut Town
Nord-Ouest,NW,Mezam,Bafut,Mundum
Nord-Ouest,NW,Mezam,Bali,Bali Nyonga
Nord-Ouest,NW,Mezam,Bali,Bali Town
Nord-Ouest,NW,Mezam,Bali,Bawock
Nord-Ouest,NW,Mezam,Bali,Bossa
Nord-Ouest,NW,Mezam,Bamenda 1,Bamenda Town
Nord-Ouest,NW,Mezam,Bamenda 2,Bamenda Town
Nord-Ouest,NW,Mezam,Bamenda 2,Chomba
Nord-Ouest,NW,Mezam,Bamenda 3,Bamenda Town
Nord-Ouest,NW,Mezam,Santa,Akum
Nord-Ouest,NW,Mezam,Santa,Alahtening
Nord-Ouest,NW,Mezam,Santa,Awing
Nord-Ouest,NW,Mezam,Santa,Baba Ii
Nord-Ouest,NW,Mezam,Santa,Baligham
Nord-Ouest,NW,Mezam,Santa,Bamock
Nord-Ouest,NW,Mezam,Santa,Mbu
Nord-Ouest,NW,Mezam,Santa,Pinyin
Nord-Ouest,NW,Mezam,Santa,Santa Town
Nord-Ouest,NW,Mezam,Santa,Santa Village
Nord-Ouest,NW,Mezam,Tubah,Babanki
Nord-Ouest,NW,Mezam,Tubah,Bambui
Nord-Ouest,NW,Mezam,Tubah,Finge
Nord-Ouest,NW,Mezam,Tubah,Sabga
Nord-Ouest,NW,Mezam,Tubah,Tubah
Nord-Ouest,NW,Mezam,Tubah,Tubah Town
Nord-Ouest,NW,Momo,Batibo,Batibo
Nord-Ouest,NW,Momo,Batibo,Batibo Rural
Nord-Ouest,NW,Momo,Batibo,Batibo Town
Nord-Ouest,NW,Momo,Batibo,Mughamo
Nord-Ouest,NW,Momo,Batibo,Mughomo
Nord-Ouest,NW,Momo,Mbengwi,Mbengwi
Nord-Ouest,NW,Momo,Mbengwi,Mbengwi Town
Nord-Ouest,NW,Momo,Mbengwi,Meta
Nord-Ouest,NW,Momo,Ngie,Mengom
Nord-Ouest,NW,Momo,Ngie,Ngie
Nord-Ouest,NW,Momo,Ngie,Ngie Town
Nord-Ouest,NW,Momo,Njikwa,Ngwo
Nord-Ouest,NW,Momo,Njikwa,Njikwa
Nord-Ouest,NW,Momo,Njikwa,Njikwa Town
Nord-Ouest,NW,Momo,Widikum-menka,Ambelle
Nord-Ouest,NW,Momo,Widikum-menka,Bussam
Nord-Ouest,NW,Momo,Widikum-menka,Menka
Nord-Ouest,NW,Momo,Widikum-menka,Widikum
Nord-Ouest,NW,Momo,Widikum-menka,Widikum Rural
Nord-Ouest,NW,Momo,Widikum-menka,Widikum Town
Nord-Ouest,NW,Momo,Widikum-menka,Widikum-menka Town
Nord-Ouest,NW,Ngo-ketunjia,Babessi,Baba I
Nord-Ouest,NW,Ngo-ketunjia,Babessi,Babessi
Nord-Ouest,NW,Ngo-ketunjia,Babessi,Babessi Town
Nord-Ouest,NW,Ngo-ketunjia,Babessi,Babungo
Nord-Ouest,NW,Ngo-ketunjia,Babessi,Bangolan
Nord-Ouest,NW,Ngo-ketunjia,Balikumbat,Balikumbat Rural
Nord-Ouest,NW,Ngo-ketunjia,Balikumbat,Balikumbat Town
Nord-Ouest,NW,Ngo-ketunjia,Ndop,Bamali
Nord-Ouest,NW,Ngo-ketunjia,Ndop,Bambalang
Nord-Ouest,NW,Ngo-ketunjia,Ndop,Bamessing
Nord-Ouest,NW,Ngo-ketunjia,Ndop,Ndop Town
Ouest,OU,Bamboutos,Babadjou,Babadjou Rural
Ouest,OU,Bamboutos,Babadjou,Babadjou Ville
Ouest,OU,Bamboutos,Batcham,Bamekeing
Ouest,OU,Bamboutos,Batcham,Bamougong
Ouest,OU,Bamboutos,Batcham,Bangang
Ouest,OU,Bamboutos,Batcham,Batcham Rural
Ouest,OU,Bamboutos,Batcham,Batcham Ville
Ouest,OU,Bamboutos,Galim,Bagam
Ouest,OU,Bamboutos,Galim,Bamendji
Ouest,OU,Bamboutos,Galim,Bamenyam
Ouest,OU,Bamboutos,Galim,Bati
Ouest,OU,Bamboutos,Galim,Galim Ville
Ouest,OU,Bamboutos,Mbouda,Balatchi
Ouest,OU,Bamboutos,Mbouda,Bamenkombo
Ouest,OU,Haut-nkam,Bafang,Babone
Ouest,OU,Haut-nkam,Bafang,Baboutcha Nitcheu
Ouest,OU,Haut-nkam,Bafang,Baboutcheu Ngaleu
Ouest,OU,Haut-nkam,Bafang,Bafang Rural
Ouest,OU,Haut-nkam,Bafang,Bafang Ville
Ouest,OU,Haut-nkam,Bafang,Bankondji
Ouest,OU,Haut-nkam,Bafang,Bassap
Ouest,OU,Haut-nkam,Bakou,Baboutcha Fongam
Ouest,OU,Haut-nkam,Bakou,Bakou Fontsinga
Ouest,OU,Haut-nkam,Bakou,Bakou Ville
Ouest,OU,Haut-nkam,Bakou,Balouk
Ouest,OU,Haut-nkam,Bakou,Bankambe
Ouest,OU,Haut-nkam,Bakou,Fondjanti
Ouest,OU,Haut-nkam,Bakou,Fopouanga
Ouest,OU,Haut-nkam,Bakou,Komako
Ouest,OU,Haut-nkam,Bana,Bakassa
Ouest,OU,Haut-nkam,Bana,Bana Rural
Ouest,OU,Haut-nkam,Bana,Bana Ville
Ouest,OU,Haut-nkam,Bana,Bandoumkas
Ouest,OU,Haut-nkam,Bana,Batcha
Ouest,OU,Haut-nkam,Bandja,Babouantou
Ouest,OU,Haut-nkam,Bandja,Bandja Rural
Ouest,OU,Haut-nkam,Bandja,Bandja Ville
Ouest,OU,Haut-nkam,Bandja,Fondanti
Ouest,OU,Haut-nkam,Bandja,Fondjomekwet
Ouest,OU,Haut-nkam,Bandja,Foutouni
Ouest,OU,Haut-nkam,Banka,Banfelouk
Ouest,OU,Haut-nkam,Banka,Banka Rural
Ouest,OU,Haut-nkam,Banka,Banka Ville
Ouest,OU,Haut-nkam,Banka,Fongoli
Ouest,OU,Haut-nkam,Banwa,Banwa Ville
Ouest,OU,Haut-nkam,Banwa,Bapoungue
Ouest,OU,Haut-nkam,Banwa,Fombele
Ouest,OU,Haut-nkam,Banwa,Fomessa 1
Ouest,OU,Haut-nkam,Banwa,Fomessa 2
Ouest,OU,Haut-nkam,Banwa,Fonti
Ouest,OU,Haut-nkam,Banwa,Fotsi
Ouest,OU,Haut-nkam,Banwa,Foyave
Ouest,OU,Haut-nkam,Kekem,Balembo
Ouest,OU,Haut-nkam,Kekem,Bamengwi
Ouest,OU,Haut-nkam,Kekem,Fondjomoko
Ouest,OU,Haut-nkam,Kekem,Fonkouakem
Ouest,OU,Haut-nkam,Kekem,Fonkouankem
Ouest,OU,Haut-nkam,Kekem,Foyemtcha
Ouest,OU,Haut-nkam,Kekem,Foyentcha
Ouest,OU,Haut-nkam,Kekem,Kekem
Ouest,OU,Haut-nkam,Kekem,Kekem Rural
Ouest,OU,Haut-nkam,Kekem,Kekem Ville
Ouest,OU,Haut-nkam,Kekem,Mboebo
Ouest,OU,Haut-plateaux,Baham,Baham Rural
Ouest,OU,Haut-plateaux,Baham,Baham Ville
Ouest,OU,Haut-plateaux,Bamendjou,Bahouan
Ouest,OU,Haut-plateaux,Bamendjou,Bameka
Ouest,OU,Haut-plateaux,Bamendjou,Bamendjou Rural
Ouest,OU,Haut-plateaux,Bamendjou,Bamendjou Ville
Ouest,OU,Haut-plateaux,Bamendjou,Bangam
Ouest,OU,Haut-plateaux,Bangou,Badenkop
Ouest,OU,Haut-plateaux,Bangou,Bangou Rural
Ouest,OU,Haut-plateaux,Bangou,Bangou Ville
Ouest,OU,Haut-plateaux,Bangou,Bapa
Ouest,OU,Haut-plateaux,Batie,Batie Rural
Ouest,OU,Haut-plateaux,Batie,Batie Ville
Ouest,OU,Koung-khi,Bayangam,Bandrefam
Ouest,OU,Koung-khi,Bayangam,Batoufam
Ouest,OU,Koung-khi,Bayangam,Bayangam Rural
Ouest,OU,Koung-khi,Bayangam,Bayangam Ville
Ouest,OU,Koung-khi,Djebem,Babdjoun
Ouest,OU,Koung-khi,Djebem,Bandjoun
Ouest,OU,Koung-khi,Djebem,Bangang-fondji
Ouest,OU,Koung-khi,Djebem,Djebem Ville
Ouest,OU,Koung-khi,Poumougne,Bandjoun Rural
Ouest,OU,Koung-khi,Poumougne,Bandjoun Ville
Ouest,OU,Menoua,Dschang,Dschang Ville
Ouest,OU,Menoua,Dschang,Fongo-ndeng
Ouest,OU,Menoua,Dschang,Foreke-dschang
Ouest,OU,Menoua,Dschang,Fossong-wentcheng
Ouest,OU,Menoua,Dschang,Fotetsa
Ouest,OU,Menoua,Dschang,Foto
Ouest,OU,Menoua,Fokoue,Bamegwou
Ouest,OU,Menoua,Fokoue,Bemegwou
Ouest,OU,Menoua,Fokoue,Fokoue Rural
Ouest,OU,Menoua,Fokoue,Fokoue Ville
Ouest,OU,Menoua,Fokoue,Fomepea
Ouest,OU,Menoua,Fokoue,Fomopea
Ouest,OU,Menoua,Fokoue,Fontsa-touala
Ouest,OU,Menoua,Fokoue,Fotomena
Ouest,OU,Menoua,Fongo-tongo,Fongo-tongo Rural
Ouest,OU,Menoua,Fongo-tongo,Fongo-tongo Ville
Ouest,OU,Menoua,Fongo-tongo,Fossong-ellelem
Ouest,OU,Menoua,Nkong-ni,Bafou
Ouest,OU,Menoua,Nkong-ni,Baleveng
Ouest,OU,Menoua,Nkong-ni,Nkong-ni Ville
Ouest,OU,Menoua,Penka-michel,Balessing
Ouest,OU,Menoua,Penka-michel,Baloum
Ouest,OU,Menoua,Penka-michel,Bamendou
Ouest,OU,Menoua,Penka-michel,Bansoa
Ouest,OU,Menoua,Penka-michel,Penka-michel Ville
Ouest,OU,Menoua,Santchou,Fombap
Ouest,OU,Menoua,Santchou,Fondonera
Ouest,OU,Menoua,Santchou,Santchou Rural
Ouest,OU,Menoua,Santchou,Santchou Ville
Ouest,OU,Mifi,Bafoussam 1,Bafoussam Rural
Ouest,OU,Mifi,Bafoussam 1,Bafoussam Ville
Ouest,OU,Mifi,Bafoussam 2,Bafoussam Ville
Ouest,OU,Mifi,Bafoussam 2,Baleng
Ouest,OU,Mifi,Bafoussam 2,Bandeng
Ouest,OU,Mifi,Bafoussam 2,Bapi
Ouest,OU,Mifi,Bafoussam 3,Bafoussam Ville
Ouest,OU,Mifi,Bafoussam 3,Bamougoum Rural
Ouest,OU,Nde,Bangangte,Bahouoc
Ouest,OU,Nde,Bangangte,Bamena
Ouest,OU,Nde,Bangangte,Bangang Fonkam
Ouest,OU,Nde,Bangangte,Bangangte Rural
Ouest,OU,Nde,Bangangte,Bangangte Ville
Ouest,OU,Nde,Bangangte,Bangoua
Ouest,OU,Nde,Bangangte,Bangoulap
Ouest,OU,Nde,Bangangte,Batchingou
Ouest,OU,Nde,Bassamba,Bassamba Ville
Ouest,OU,Nde,Bazou,Bagnou
Ouest,OU,Nde,Bazou,Bakong
Ouest,OU,Nde,Bazou,Balengou
Ouest,OU,Nde,Bazou,Bamaha
Ouest,OU,Nde,Bazou,Bazou Rural
Ouest,OU,Nde,Bazou,Bazou Ville
Ouest,OU,Nde,Tonga,Bandounga
Ouest,OU,Nde,Tonga,Tonga Ville
Ouest,OU,Noun,Banguourain,Bangourain Ville
Ouest,OU,Noun,Banguourain,Njinka
Ouest,OU,Noun,Banguourain,Njintout
Ouest,OU,Noun,Foumban,Fontain
Ouest,OU,Noun,Foumban,Foumban
Ouest,OU,Noun,Foumban,Foumban Ville
Ouest,OU,Noun,Foumban,Koudoum
Ouest,OU,Noun,Foumban,Mambain
Ouest,OU,Noun,Foumban,Mayap
Ouest,OU,Noun,Foumban,Njinka
Ouest,OU,Noun,Foumban,Njintout
Ouest,OU,Noun,Foumbot,Foumbot
Ouest,OU,Noun,Foumbot,Foumbot Rural
Ouest,OU,Noun,Foumbot,Foumbot Ville
Ouest,OU,Noun,Foumbot,Mambain
Ouest,OU,Noun,Foumbot,Mangoum Rive Gauche Noun
Ouest,OU,Noun,Kouoptamo,Kouoptamo Ville
Ouest,OU,Noun,Kouoptamo,Koupara
Ouest,OU,Noun,Kouoptamo,Ngouenjingoumbe
Ouest,OU,Noun,Kouoptamo,Ngouenjitapon
Ouest,OU,Noun,Kouoptamo,Ngouennjitapon
Ouest,OU,Noun,Koutaba,Koudoum
Ouest,OU,Noun,Koutaba,Koundoum
Ouest,OU,Noun,Koutaba,Kounga
Ouest,OU,Noun,Koutaba,Koutaba Ville
Ouest,OU,Noun,Magba,Magba Tikar
Ouest,OU,Noun,Magba,Magba Ville
Ouest,OU,Noun,Magba,Manka Magba
Ouest,OU,Noun,Malantouen,Fantain
Ouest,OU,Noun,Malantouen,Fontain
Ouest,OU,Noun,Malantouen,Malentouen Ville
Ouest,OU,Noun,Malantouen,Mamtoum
Ouest,OU,Noun,Malantouen,Mantoum
Ouest,OU,Noun,Malantouen,Nkoundoum - Est
Ouest,OU,Noun,Malantouen,Nkoundoum-est
Ouest,OU,Noun,Massagam,Foyouom
Ouest,OU,Noun,Massagam,Mambain
Ouest,OU,Noun,Massagam,Massangam
Ouest,OU,Noun,Njimom,Mayap
Ouest,OU,Noun,Njimom,Njinka
Sud,SU,Dja Et Lobo,Bengbis,Bengbis Ville
Sud,SU,Dja Et Lobo,Bengbis,Bulu Du Dja
Sud,SU,Dja Et Lobo,Bengbis,Makae
Sud,SU,Dja Et Lobo,Bengbis,Mekae
Sud,SU,Dja Et Lobo,Bengbis,Yekombo
Sud,SU,Dja Et Lobo,Bengbis,Yetyang
Sud,SU,Dja Et Lobo,Djoum,Boulou
