"id_ind","id_men","region","age","sexe","etat_matri","alphabet","activite","handicap","poids"
"IND02618","MEN0710","Sud",4,2,"Divorce",1,"Occupe",0,0.986
"IND02619","MEN0923","Nord",15,1,"Celibataire",0,"Occupe",0,0.865
"IND02620","MEN0013","Centre",5,1,"Veuf",1,"Occupe",0,1.12
"IND02621","MEN0929","Est",45,2,"Marie",0,"Inactif",1,1.176
"IND02622","MEN0559","Centre",95,1,"Marie",1,"Inactif",0,0.953
"IND02623","MEN0596","Est",4,2,"Marie",0,"Occupe",0,1.079
"IND02624","MEN0026","Ouest",10,1,"Marie",0,"Occupe",0,1.145
"IND02625","MEN1211","Littoral",16,2,"Celibataire",1,"Occupe",0,0.886
"IND02626","MEN1394","Nord-Ouest",11,1,"Marie",1,"Occupe",0,1
"IND02627","MEN1092","Littoral",3,2,"Celibataire",1,"Occupe",0,1.163
"IND02628","MEN0617","Adamaoua",0,1,"Celibataire",1,"Inactif",0,0.885
"IND02629","MEN0757","Extreme-Nord",16,2,"Celibataire",1,"Inactif",0,0.977
"IND02630","MEN1290","Sud-Ouest",0,2,"Marie",0,"Inactif",0,0.852
"IND02631","MEN0641","Centre",15,1,"Marie",0,"Occupe",0,0.864
"IND02632","MEN0444","Sud",9,2,"Celibataire",1,"Inactif",0,0.812
"IND02633","MEN0134","Littoral",3,1,"Marie",0,"Inactif",0,1.041
"IND02634","MEN0309","Nord",45,2,"Celibataire",NA,"Occupe",0,0.987
"IND02635","MEN1103","Extreme-Nord",72,1,"Marie",1,"Occupe",0,0.985
"IND02636","MEN1069","Centre",48,1,"Veuf",1,"Inactif",0,0.86
"IND02637","MEN0873","Extreme-Nord",95,2,"Marie",0,"Occupe",0,1.09
"IND02638","MEN0832","Littoral",1,2,"Veuf",0,"Occupe",0,1.014
"IND02639","MEN1268","Est",55,1,"Celibataire",1,"Inactif",0,0.827
"IND02640","MEN0029","Centre",9,2,"Marie",1,"Inactif",0,1.104
"IND02641","MEN0192","Adamaoua",60,1,"Veuf",0,"Occupe",1,1.118
"IND02642","MEN0113","Littoral",95,1,"Marie",1,"Occupe",0,1.077
"IND02643","MEN0414","Ouest",37,1,"Marie",1,"Occupe",0,0.965
"IND02644","MEN0563","Est",36,1,"Veuf",1,"Occupe",0,1.058
"IND02645","MEN0651","Littoral",68,2,"Marie",0,"Occupe",0,0.915
"IND02646","MEN1313","Adamaoua",43,2,"Marie",0,"Occupe",0,1.029
"IND02647","MEN0501","Centre",40,1,"Celibataire",1,"Inactif",0,1.149
"IND02648","MEN0998","Ouest",10,2,"Marie",1,"Occupe",0,0.884
"IND02649","MEN1020","Extreme Nord",17,1,"Marie",1,"Occupe",0,1.021
"IND02650","MEN1032","Adamaoua",30,2,"Celibataire",0,"Inactif",0,1.153
"IND02651","MEN0919","Sud-Ouest",30,1,"Marie",0,"Chomeur",0,1.098
"IND02652","MEN1161","Nord",17,1,"Veuf",1,"Inactif",0,0.888
"IND02653","MEN0161","Littoral",11,2,"Celibataire",1,"Occupe",0,0.935
"IND02654","MEN0190","Centre",43,2,"Veuf",1,"Occupe",0,1.152
"IND02655","MEN0518","Extreme-Nord",95,2,"Marie",1,"Occupe",1,0.807
"IND02656","MEN1251","Centre",11,1,"Celibataire",1,"Occupe",0,1.094
"IND02657","MEN0188","Est",35,1,"Marie",1,"Occupe",0,1.168
"IND02658","MEN0993","Nord",0,1,"Marie",0,"Occupe",0,0.881
"IND02659","MEN0649","Littoral",19,1,"Marie",0,"Occupe",0,1.128
"IND02660","MEN0094","Ouest",5,2,"Celibataire",1,"Occupe",1,0.99
"IND02661","MEN0508","Adamaoua",25,1,"Veuf",0,"Occupe",1,1.125
"IND02662","MEN1158","Est",7,1,"Marie",1,"Inactif",0,1.121
"IND02663","MEN0003","Ouest",21,1,"Marie",1,"Inactif",1,1.156
"IND02664","MEN0953","Ouest",10,2,"Veuf",1,"Occupe",0,1.15
"IND02665","MEN0797","Nord-Ouest",49,1,"Celibataire",0,"Inactif",0,1.143
"IND02666","MEN0833","Centre",45,1,"Marie",0,"Occupe",0,0.855
"IND02667","MEN1249","Sud-Ouest",62,2,"Marie",0,"Occupe",0,0.939
"IND02668","MEN1108","Extreme-Nord",85,2,"Veuf",NA,"Inactif",0,0.809
"IND02669","MEN0066","Sud-Ouest",5,2,"Marie",1,"Chomeur",0,1.167
"IND02670","MEN0281","Sud",35,2,"Marie",0,"Occupe",0,1.117
"IND02671","MEN0048","Est",18,2,"Marie",1,"Occupe",0,0.929
"IND02672","MEN0977","Centre",11,2,"Celibataire",1,"Chomeur",0,0.966
"IND02673","MEN0868","Est",2,2,"Celibataire",1,"Occupe",0,0.911
"IND02674","MEN0154","Littoral",5,2,"Veuf",1,"Chomeur",0,0.962
"IND02675","MEN0925","Extreme-Nord",40,1,"Celibataire",0,"Occupe",0,1.168
"IND02676","MEN0056","Centre",5,1,"Celibataire",0,"Occupe",0,1.028
"IND02677","MEN1421","Nord-Ouest",6,1,"Veuf",0,"Occupe",0,0.871
"IND02678","MEN0723","Sud",51,1,"Marie",1,"Occupe",0,1.052
"IND02679","MEN1160","Nord",49,2,"Celibataire",0,"Occupe",0,1.179
"IND02680","MEN1198","Littoral",39,1,"Celibataire",0,"Inactif",0,1.075
"IND02681","MEN1301","Ouest",40,2,"Marie",1,"Occupe",0,1.035
"IND02682","MEN0705","Littoral",43,2,"Marie",0,"Occupe",0,0.812
"IND02683","MEN0188","Nord",10,2,"Divorce",1,"Inactif",0,1.071
"IND02684","MEN0389","Extreme-Nord",38,1,"Celibataire",1,"Inactif",0,0.905
"IND02685","MEN1313","Centre",33,2,"Veuf",0,"Inactif",0,0.973
"IND02686","MEN1329","Adamaoua",26,2,"Celibataire",1,"Chomeur",0,0.918
"IND02687","MEN0948","Nord-Ouest",75,1,"Celibataire",0,"Occupe",0,0.934
"IND02688","MEN0452","Ouest",30,2,"Marie",1,"Occupe",0,0.805
"IND02689","MEN0460","Adamaoua",25,1,"Marie",1,"Inactif",0,0.898
"IND02690","MEN0788","Ouest",20,2,"Marie",1,"Occupe",0,1.084
"IND02691","MEN1456","Sud-Ouest",31,1,"Celibataire",1,"Occupe",0,0.818
"IND02692","MEN1312","Ouest",44,2,"Celibataire",1,"Occupe",1,1.098
"IND02693","MEN0596","Sud",10,1,"Marie",1,"Chomeur",0,0.85
"IND02694","MEN0863","Extreme-Nord",5,1,"Celibataire",0,"Inactif",0,1.15
"IND02695","MEN0724","Ouest",34,2,"Celibataire",1,"Inactif",0,1.11
"IND02696","MEN0688","Ouest",45,1,"Marie",1,"Chomeur",0,1.074
"IND02697","MEN0715","Est",15,2,"Celibataire",1,"Occupe",0,0.885
"IND02698","MEN0736","Centre",10,2,"Marie",0,"Chomeur",0,0.964
"IND02699","MEN1318","Nord",35,2,"Celibataire",1,"Occupe",0,0.996
"IND02700","MEN1434","Est",0,2,"Celibataire",0,"Inactif",0,0.925
"IND02701","MEN0385","Extreme-Nord",15,1,"Celibataire",1,"Inactif",0,0.971
"IND02702","MEN0318","Adamaoua",78,1,"Celibataire",0,"Inactif",0,0.886
"IND02703","MEN0038","Centre",0,1,"Marie",1,"Occupe",0,0.95
"IND02704","MEN1312","Extreme-Nord",4,1,"Marie",0,"Inactif",0,0.978
"IND02705","MEN0299","Extreme-Nord",18,1,"Marie",0,"Occupe",0,0.898
"IND02706","MEN0227","Nord",8,1,"Marie",0,"Occupe",0,0.827
"IND02707","MEN0814","Extreme-Nord",38,1,"Divorce",1,"Inactif",0,0.805
"IND02708","MEN0212","Nord-Ouest",8,1,"Celibataire",1,"Inactif",0,0.837
"IND02709","MEN0770","Est",5,1,"Marie",1,"Occupe",0,0.804
"IND02710","MEN1386","Extreme-Nord",58,1,"Marie",1,"Occupe",0,0.96
"IND02711","MEN1387","Centre",34,2,"Marie",1,"Occupe",0,0.993
"IND02712","MEN0367","Centre",5,1,"Marie",1,"Occupe",0,1.065
"IND02713","MEN0147","Sud",4,1,"Marie",1,"Occupe",0,0.864
"IND02714","MEN0888","Ouest",6,2,"Veuf",1,"Occupe",0,0.897
"IND02715","MEN0692","Adamaoua",34,2,"Marie",1,"Occupe",0,0.926
"IND02716","MEN1111","Nord-Ouest",6,2,"Celibataire",1,"Occupe",0,1.064
"IND02717","MEN1014","Littoral",0,1,"Celibataire",1,"Inactif",0,0.924
"IND02718","MEN0725","Sud",28,2,"Celibataire",1,"Inactif",0,1.076
"IND02719","MEN0829","Ouest",38,1,"Marie",1,"Occupe",0,1.024
"IND02720","MEN0836","Sud",3,1,"Celibataire",1,"Occupe",0,0.993
"IND02721","MEN0311","Sud",15,1,"Marie",0,"Occupe",0,1.024
"IND02722","MEN0426","Littoral",82,1,"Celibataire",1,"Occupe",0,1.077
"IND02723","MEN0624","Centre",33,1,"Divorce",0,"Occupe",0,1.08
"IND02724","MEN0461","Centre",25,2,"Marie",1,"Occupe",0,0.982
"IND02725","MEN0414","Nord-Ouest",0,2,"Veuf",1,"Occupe",0,0.922
"IND02726","MEN0688","Littoral",8,2,"Marie",1,"Occupe",0,0.952
"IND02727","MEN1056","Centre",20,2,"Marie",0,"Occupe",0,1.144
"IND02728","MEN1168","Centre",8,1,"Celibataire",1,"Inactif",0,0.922
"IND02729","MEN1369","Littoral",49,2,"Celibataire",1,"Chomeur",0,0.871
"IND02730","MEN0901","Centre",15,1,"Celibataire",1,"Chomeur",0,1.18
"IND02731","MEN0881","Sud-Ouest",8,1,"Marie",1,"Chomeur",0,1.02
"IND02732","MEN0256","Adamaoua",24,1,"Celibataire",1,"Occupe",0,0.968
"IND02733","MEN1287","Nord",5,1,"Marie",0,"Inactif",0,1.144
"IND02734","MEN0466","Sud",65,2,"Celibataire",1,"Inactif",0,0.98
"IND02735","MEN0561","Centre",10,2,"Celibataire",0,"Chomeur",0,1.167
"IND02736","MEN0229","Ouest",25,2,"Celibataire",0,"Chomeur",0,0.87
"IND02737","MEN1043","Sud",0,1,"Celibataire",1,"Inactif",0,0.99
"IND02738","MEN0421","Centre",35,2,"Celibataire",NA,"Chomeur",0,1.128
"IND02739","MEN0869","Centre",20,2,"Marie",1,"Occupe",0,0.913
"IND02740","MEN0924","Extreme-Nord",10,2,"Marie",0,"Inactif",0,1.049
"IND02741","MEN0175","Littoral",53,2,"Celibataire",1,"Inactif",0,1.104
"IND02742","MEN0170","Sud",23,1,"Marie",1,"Occupe",0,0.876
"IND02743","MEN1132","Nord",10,2,"Celibataire",0,"Occupe",0,1.018
"IND02744","MEN1312","Nord-Ouest",17,2,"Marie",1,"Occupe",0,1.162
"IND02745","MEN0585","Extreme-Nord",10,1,"Veuf",0,"Occupe",0,0.947
"IND02746","MEN0915","Est",1,2,"Marie",1,"Occupe",0,0.996
"IND02747","MEN0194","Ouest",50,1,"Marie",0,"Occupe",0,1.114
"IND02748","MEN0854","Sud-Ouest",59,2,"Marie",1,"Chomeur",0,0.91
"IND02749","MEN1149","Est",0,1,"Celibataire",1,"Chomeur",0,0.959
"IND02750","MEN1101","Sud",0,2,"Celibataire",1,"Occupe",0,1.095
"IND02751","MEN1104","Ouest",10,1,"Veuf",1,"Occupe",0,0.936
"IND02752","MEN0145","Centre",2,1,"Celibataire",0,"Occupe",0,1.161
"IND02753","MEN0496","Est",40,1,"Marie",0,"Occupe",0,1.167
"IND02754","MEN0852","Est",25,2,"Veuf",0,"Inactif",0,0.976
"IND02755","MEN0166","Centre",7,2,"Celibataire",1,"Inactif",0,0.881
"IND02756","MEN0780","Littoral",75,2,"Celibataire",0,"Inactif",0,0.959
"IND02757","MEN0094","Ouest",48,2,"Celibataire",1,"Inactif",0,1.075
"IND02758","MEN0824","Ouest",10,1,"Celibataire",1,"Inactif",0,0.887
"IND02759","MEN0725","Centre",95,2,"Celibataire",0,"Occupe",0,0.828
"IND02760","MEN1422","Nord-Ouest",6,2,"Celibataire",1,"Inactif",0,1.097
"IND02761","MEN0525","Extreme-Nord",5,1,"Celibataire",1,"Chomeur",0,0.992
"IND02762","MEN0507","Centre",28,1,"Marie",1,"Inactif",0,0.987
"IND02763","MEN0700","Sud-Ouest",30,1,"Celibataire",1,"Occupe",0,1.098
"IND02764","MEN0241","Nord-Ouest",1,2,"Celibataire",1,"Inactif",0,0.887
"IND02765","MEN0935","Centre",49,2,"Celibataire",0,"Occupe",0,1.092
"IND02766","MEN0208","Nord",1,2,"Marie",1,"Chomeur",1,1.148
"IND02767","MEN1200","Sud",0,1,"Celibataire",1,"Occupe",0,1.059
"IND02768","MEN0921","Centre",5,2,"Divorce",1,"Chomeur",0,0.838
"IND02769","MEN0608","Centre",1,1,"Divorce",1,"Occupe",1,1.158
"IND02770","MEN1002","Sud-Ouest",20,1,"Celibataire",1,"Occupe",1,1.14
"IND02771","MEN1321","Extreme-Nord",4,2,"Divorce",1,"Occupe",0,1.087
"IND02772","MEN0288","Centre",15,2,"Celibataire",1,"Occupe",0,1.043
"IND02773","MEN0945","Ouest",9,1,"Celibataire",0,"Occupe",0,0.954
"IND02774","MEN1454","Littoral",7,2,"Celibataire",1,"Chomeur",0,1.06
"IND02775","MEN0820","Sud-Ouest",24,2,"Veuf",0,"Chomeur",0,1.097
"IND02776","MEN1125","Centre",7,1,"Marie",1,"Inactif",0,1.197
"IND02777","MEN0813","Littoral",18,1,"Marie",1,"Occupe",0,0.902
"IND02778","MEN1475","Ouest",1,2,"Marie",1,"Inactif",0,1.041
"IND02779","MEN0081","Ouest",63,1,"Veuf",1,"Chomeur",0,1.185
"IND02780","MEN0976","Sud-Ouest",15,1,"Celibataire",NA,"Occupe",0,0.895
"IND02781","MEN1071","Extreme-Nord",30,2,"Veuf",1,"Occupe",0,1.067
"IND02782","MEN1192","Littoral",45,1,"Marie",1,"Occupe",0,1.036
"IND02783","MEN0146","Nord-Ouest",75,2,"Marie",0,"Occupe",0,1.122
"IND02784","MEN0770","Sud",8,1,"Marie",0,"Inactif",0,0.886
"IND02785","MEN0977","Est",16,2,"Marie",0,"Inactif",0,0.97
"IND02786","MEN1023","Extreme-Nord",15,1,"Marie",0,"Occupe",0,1.181
"IND02787","MEN0240","Adamaoua",95,1,"Marie",0,"Inactif",0,0.98
"IND02788","MEN1468","Nord-Ouest",29,2,"Marie",0,"Occupe",0,1.113
"IND02789","MEN1397","Centre",2,1,"Veuf",1,"Occupe",0,0.817
"IND02790","MEN1124","Nord",61,2,"Veuf",1,"Occupe",0,1.163
"IND02791","MEN1308","Nord-Ouest",20,2,"Celibataire",1,"Occupe",0,0.875
"IND02792","MEN0855","Littoral",10,1,"Marie",1,"Occupe",0,0.83
"IND02793","MEN1139","Nord",51,2,"Celibataire",0,"Inactif",0,1.094
"IND02794","MEN1061","Nord",35,1,"Celibataire",1,"Inactif",0,1.021
"IND02795","MEN1225","Ouest",12,1,"Marie",0,"Occupe",0,1.084
"IND02796","MEN0253","Littoral",5,2,"Celibataire",1,"Occupe",0,1.17
"IND02797","MEN1078","Littoral",3,2,"Celibataire",1,"Occupe",0,1.163
"IND02798","MEN1475","Est",11,1,"Celibataire",0,"Occupe",0,0.906
"IND02799","MEN0560","Littoral",13,2,"Marie",0,"Occupe",0,1.107
"IND02800","MEN1390","Littoral",90,2,"Celibataire",1,"Occupe",0,0.813
"IND02801","MEN1243","Littoral",2,2,"Marie",0,"Chomeur",1,0.843
"IND02802","MEN0674","Adamaoua",15,2,"Divorce",1,"Occupe",0,0.935
"IND02803","MEN0394","Est",20,2,"Celibataire",0,"Occupe",0,0.819
"IND02804","MEN0953","Nord",26,1,"Marie",0,"Occupe",0,1.089
"IND02805","MEN0035","Littoral",15,1,"Celibataire",0,"Inactif",0,0.836
"IND02806","MEN0764","Centre",21,2,"Marie",0,"Occupe",0,0.956
"IND02807","MEN1282","Nord-Ouest",78,2,"Marie",1,"Occupe",0,1.03
"IND02808","MEN0651","Sud",9,2,"Celibataire",0,"Occupe",0,1.149
"IND02809","MEN1099","Littoral",66,1,"Celibataire",NA,"Chomeur",0,1.034
"IND02810","MEN1433","Sud-Ouest",30,2,"Marie",1,"Occupe",0,1.138
"IND02811","MEN1088","Extreme-Nord",64,1,"Celibataire",1,"Occupe",0,1.035
"IND02812","MEN1263","Centre",23,1,"Celibataire",1,"Inactif",0,0.808
"IND02813","MEN0107","Sud-Ouest",21,1,"Marie",0,"Occupe",0,1.193
"IND02814","MEN0495","Ouest",75,1,"Marie",NA,"Occupe",0,0.988
"IND02815","MEN0188","Adamaoua",3,2,"Marie",1,"Occupe",0,1.075
"IND02816","MEN1118","Centre",5,2,"Celibataire",1,"Occupe",1,0.827
"IND02817","MEN1075","Adamaoua",10,2,"Celibataire",1,"Chomeur",0,1.165
"IND02818","MEN0735","Extreme-Nord",5,2,"Marie",0,"Chomeur",0,1.067
"IND02819","MEN1491","Ouest",56,2,"Marie",1,"Occupe",0,0.85
"IND02820","MEN1146","Nord",17,1,"Veuf",1,"Occupe",1,0.818
"IND02821","MEN0442","Littoral",95,1,"Celibataire",1,"Occupe",0,0.862
"IND02822","MEN1009","Extreme-Nord",10,2,"Marie",0,"Occupe",0,0.874
"IND02823","MEN0200","Ouest",30,1,"Marie",1,"Occupe",0,1.125
"IND02824","MEN0309","Nord",90,1,"Marie",1,"Occupe",0,0.957
"IND02825","MEN0424","Centre",30,1,"Veuf",1,"Inactif",0,0.947
"IND02826","MEN0188","Centre",22,1,"Marie",1,"Occupe",0,0.803
"IND02827","MEN0499","Centre",11,1,"Marie",0,"Chomeur",0,1.115
"IND02828","MEN1254","Extreme-Nord",8,1,"Marie",0,"Inactif",0,0.906
"IND02829","MEN1049","Ouest",15,2,"Marie",1,"Occupe",0,0.882
"IND02830","MEN0698","Sud-Ouest",23,1,"Marie",NA,"Inactif",0,0.875
"IND02831","MEN0567","Centre",25,2,"Marie",0,"Inactif",0,0.926
"IND02832","MEN0652","Nord",21,2,"Celibataire",0,"Inactif",0,0.857
"IND02833","MEN1212","Extreme-Nord",10,2,"Celibataire",1,"Occupe",0,1.131
"IND02834","MEN0436","Sud-Ouest",5,2,"Marie",0,"Chomeur",0,1.028
"IND02835","MEN0138","Ouest",15,1,"Celibataire",0,"Chomeur",0,0.822
"IND02836","MEN0287","Ouest",65,1,"Marie",1,"Inactif",0,0.98
"IND02837","MEN0504","Extreme Nord",20,2,"Veuf",1,"Inactif",0,0.947
"IND02838","MEN0751","Nord-Ouest",59,2,"Marie",1,"Occupe",0,0.953
"IND02839","MEN0203","Sud",25,1,"Celibataire",1,"Occupe",0,0.943
"IND02840","MEN1030","Centre",5,1,"Marie",1,"Inactif",0,1.057
"IND02841","MEN0475","Centre",35,1,"Marie",0,"Occupe",0,1.022
"IND02842","MEN0537","Adamaoua",14,2,"Celibataire",1,"Occupe",0,0.998
"IND02843","MEN0801","Nord",34,1,"Celibataire",1,"Occupe",0,0.819
"IND02844","MEN0853","Littoral",5,2,"Marie",1,"Inactif",0,0.982
"IND02845","MEN1482","Nord",38,2,"Celibataire",1,"Inactif",0,0.854
"IND02846","MEN1172","Nord",1,1,"Marie",NA,"Occupe",0,0.844
"IND02847","MEN0605","Centre",8,2,"Celibataire",0,"Occupe",0,0.898
"IND02848","MEN1262","Centre",25,1,"Marie",1,"Occupe",0,1.066
"IND02849","MEN1071","Extreme-Nord",25,2,"Marie",0,"Occupe",0,1.14
"IND02850","MEN0998","Est",39,1,"Marie",0,"Inactif",0,0.816
"IND02851","MEN0060","Extreme-Nord",33,2,"Celibataire",1,"Chomeur",0,0.865
"IND02852","MEN0708","Extreme-Nord",13,1,"Marie",1,"Occupe",0,1.003
"IND02853","MEN0686","Adamaoua",1,2,"Marie",NA,"Occupe",0,0.831
"IND02854","MEN0804","Nord-Ouest",0,2,"Celibataire",1,"Occupe",0,0.991
"IND02855","MEN0981","Extreme-Nord",0,1,"Celibataire",1,"Occupe",0,0.8
"IND02856","MEN1372","Littoral",10,2,"Marie",1,"Occupe",0,0.902
"IND02857","MEN0288","Sud",51,2,"Celibataire",1,"Inactif",0,0.969
"IND02858","MEN1237","Sud",15,1,"Celibataire",0,"Occupe",0,0.805
"IND02859","MEN0795","Adamaoua",11,1,"Marie",0,"Occupe",0,1.074
"IND02860","MEN0496","Extreme Nord",0,1,"Celibataire",0,"Inactif",0,1.166
"IND02861","MEN1284","Littoral",40,1,"Celibataire",0,"Inactif",0,1.184
"IND02862","MEN0205","Centre",37,1,"Celibataire",1,"Inactif",0,1.054
"IND02863","MEN1462","Nord-Ouest",58,1,"Celibataire",0,"Occupe",0,0.96
"IND02864","MEN1256","Nord-Ouest",20,2,"Veuf",1,"Occupe",0,1.02
"IND02865","MEN0833","Sud-Ouest",95,2,"Celibataire",1,"Occupe",0,0.962
"IND02866","MEN0066","Est",40,1,"Marie",1,"Occupe",0,1.1
"IND02867","MEN1173","Centre",25,1,"Marie",1,"Occupe",0,1.12
"IND02868","MEN0779","Centre",27,1,"Celibataire",1,"Occupe",1,1.044
"IND02869","MEN0971","Est",17,1,"Celibataire",1,"Inactif",0,1.068
"IND02870","MEN1421","Littoral",65,1,"Celibataire",1,"Occupe",0,1.017
"IND02871","MEN0634","Littoral",14,1,"Marie",1,"Occupe",0,1.067
"IND02872","MEN1123","Littoral",80,2,"Marie",1,"Chomeur",0,1.031
"IND02873","MEN0467","Centre",62,2,"Marie",1,"Occupe",0,1.022
"IND02874","MEN0701","Nord-Ouest",17,2,"Celibataire",1,"Occupe",0,1.081
"IND02875","MEN0199","Extreme-Nord",16,1,"Marie",1,"Inactif",0,1.132
"IND02876","MEN0431","Sud-Ouest",35,2,"Marie",1,"Occupe",0,1.093
"IND02877","MEN0692","Ouest",26,1,"Celibataire",NA,"Occupe",0,1.056
"IND02878","MEN0430","Nord-Ouest",10,1,"Marie",0,"Inactif",0,1.023
"IND02879","MEN0626","Littoral",27,1,"Marie",0,"Occupe",0,0.811
"IND02880","MEN0941","Nord",28,1,"Celibataire",1,"Inactif",0,1.045
"IND02881","MEN0720","Sud-Ouest",95,1,"Celibataire",1,"Occupe",0,1.01
"IND02882","MEN0053","Est",1,1,"Celibataire",1,"Inactif",0,1.009
"IND02883","MEN0842","Littoral",37,1,"Marie",1,"Occupe",0,0.992
"IND02884","MEN1281","Sud-Ouest",0,2,"Celibataire",1,"Inactif",0,0.833
"IND02885","MEN0097","Ouest",5,1,"Marie",NA,"Occupe",0,1.037
"IND02886","MEN0018","Extreme-Nord",7,1,"Marie",0,"Occupe",0,1.14
"IND02887","MEN0969","Sud-Ouest",10,1,"Marie",1,"Inactif",0,1.114
"IND02888","MEN0902","Est",95,2,"Marie",0,"Occupe",0,0.9
"IND02889","MEN1216","Ouest",25,2,"Celibataire",1,"Inactif",0,1.005
"IND02890","MEN1380","Ouest",20,2,"Celibataire",0,"Chomeur",0,1.045
"IND02891","MEN0435","Adamaoua",26,1,"Veuf",NA,"Occupe",0,0.974
"IND02892","MEN0084","Sud",35,1,"Marie",1,"Occupe",0,0.948
"IND02893","MEN0677","Nord-Ouest",0,2,"Celibataire",1,"Occupe",0,1.027
"IND02894","MEN0375","Extreme-Nord",70,2,"Marie",0,"Chomeur",0,1.124
"IND02895","MEN0935","Centre",5,2,"Marie",1,"Occupe",0,0.841
"IND02896","MEN1084","Centre",26,1,"Marie",1,"Chomeur",0,1.061
"IND02897","MEN1326","Centre",10,1,"Marie",0,"Occupe",0,0.951
"IND02898","MEN0027","Sud",10,2,"Marie",1,"Inactif",0,1.063
"IND02899","MEN0593","Extreme-Nord",18,2,"Celibataire",0,"Occupe",0,1.2
"IND02900","MEN0644","Sud-Ouest",25,1,"Marie",1,"Inactif",0,1.16
"IND02901","MEN1438","Littoral",4,2,"Celibataire",0,"Occupe",0,0.922
"IND02902","MEN0090","Ouest",5,2,"Marie",0,"Inactif",0,0.917
"IND02903","MEN0427","Ouest",25,2,"Marie",0,"Inactif",0,0.999
"IND02904","MEN1458","Extreme-Nord",16,2,"Celibataire",1,"Occupe",0,1.173
"IND02905","MEN0760","Adamaoua",25,2,"Celibataire",1,"Occupe",0,0.935
"IND02906","MEN1487","Centre",5,2,"Marie",0,"Inactif",0,1.143
"IND02907","MEN0497","Extreme-Nord",5,2,"Marie",1,"Occupe",0,0.842
"IND02908","MEN0407","Littoral",10,1,"Marie",1,"Inactif",0,1.052
"IND02909","MEN0604","Centre",8,2,"Marie",1,"Occupe",0,0.852
"IND02910","MEN1114","Ouest",25,2,"Marie",1,"Occupe",0,1.138
"IND02911","MEN1432","Est",42,2,"Celibataire",0,"Occupe",0,1.128
"IND02912","MEN0565","Extreme-Nord",5,2,"Celibataire",0,"Occupe",0,1.059
"IND02913","MEN0077","Centre",41,1,"Celibataire",1,"Occupe",0,1.117
"IND02914","MEN1088","Sud-Ouest",14,1,"Marie",1,"Chomeur",0,1.056
"IND02915","MEN0961","Littoral",22,2,"Marie",0,"Chomeur",0,0.868
"IND02916","MEN0329","Est",5,1,"Marie",1,"Chomeur",0,0.896
"IND02917","MEN0131","Centre",65,2,"Celibataire",1,"Occupe",0,0.915
"IND02918","MEN0858","Est",10,1,"Marie",0,"Occupe",0,0.902
"IND02919","MEN1241","Nord",61,2,"Celibataire",1,"Occupe",0,0.983
"IND02920","MEN1153","Centre",25,1,"Celibataire",1,"Occupe",1,0.875
"IND02921","MEN0697","Littoral",10,1,"Veuf",1,"Inactif",1,0.832
"IND02922","MEN1153","Adamaoua",5,1,"Celibataire",1,"Occupe",0,1.061
"IND02923","MEN0782","Nord-Ouest",95,2,"Celibataire",1,"Occupe",0,1.166
"IND02924","MEN1382","Extreme-Nord",5,1,"Marie",1,"Occupe",0,0.992
"IND02925","MEN0119","Adamaoua",25,1,"Marie",1,"Chomeur",0,0.826
"IND02926","MEN0694","Sud-Ouest",25,1,"Marie",0,"Occupe",0,0.947
"IND02927","MEN0258","Nord-Ouest",15,2,"Veuf",1,"Occupe",0,1.139
"IND02928","MEN0679","Sud",8,1,"Celibataire",1,"Inactif",0,0.927
"IND02929","MEN1327","Est",35,2,"Celibataire",1,"Occupe",0,1.002
"IND02930","MEN0677","Centre",15,2,"Marie",0,"Inactif",0,1.102
"IND02931","MEN0102","Ouest",25,1,"Celibataire",0,"Occupe",0,0.914
"IND02932","MEN0961","Centre",37,2,"Divorce",1,"Occupe",0,1.085
"IND02933","MEN1250","Extreme-Nord",0,2,"Marie",1,"Chomeur",0,0.831
"IND02934","MEN1311","Littoral",24,1,"Marie",1,"Occupe",0,0.868
"IND02935","MEN0806","Adamaoua",85,2,"Divorce",0,"Inactif",0,1.005
"IND02936","MEN0402","Sud-Ouest",15,2,"Celibataire",1,"Occupe",0,1.099
"IND02937","MEN1287","Centre",4,2,"Celibataire",0,"Inactif",0,0.832
"IND02938","MEN0058","Centre",1,2,"Veuf",1,"Occupe",0,1.136
"IND02939","MEN0736","Ouest",77,1,"Marie",0,"Inactif",0,0.98
"IND02940","MEN0162","Nord-Ouest",45,2,"Celibataire",1,"Occupe",0,0.833
"IND02941","MEN1364","Nord-Ouest",8,1,"Celibataire",1,"Occupe",0,1.016
"IND02942","MEN0140","Extreme-Nord",5,1,"Marie",1,"Inactif",0,1.099
"IND02943","MEN0512","Nord",27,2,"Veuf",0,"Occupe",0,0.908
"IND02944","MEN0397","Extreme-Nord",31,2,"Veuf",0,"Inactif",0,1.172
"IND02945","MEN0630","Littoral",1,1,"Celibataire",1,"Occupe",0,0.884
"IND02946","MEN1300","Littoral",65,1,"Marie",NA,"Chomeur",0,1.148
"IND02947","MEN1242","Littoral",20,1,"Marie",0,"Chomeur",0,1.188
"IND02948","MEN1493","Nord",2,2,"Celibataire",1,"Chomeur",0,0.842
"IND02949","MEN0393","Extreme-Nord",10,2,"Marie",1,"Inactif",0,1.168
"IND02950","MEN1161","Adamaoua",57,1,"Marie",0,"Chomeur",0,0.898
